title,description,tags/0,tags/1,tags/2,tags/3,views,author,videoId,uploadDate,comments,dateFeaturedEpoch,dateFeatured,timestampFeatured,age,duration,stars,tags/4,tags/5,tags/6,tags/7,tags/8,tags/9,tags/10,tags/11,tags/12,tags/13,tags/14,tags/15,tags/16,tags/17,categories/0,tags/18,tags/19,tags/20,tags/21,tags/22
Ken's 69 Camaro,Ken's Camaro at Cecil County Dragway,Camaro,Dragstrip,1969,,235,htweelz,jk_lvzWuSLc,,1,1127538992000,"Sat, 24 Sep 2005 05:16:32 GMT",20050924051632,16 hours ago,180,3,,,,,,,,,,,,,,,,,,,,
ICI'05,Global Village and Home-Stay Programme of the International Conference on the Indigenous 2005,Global,Village,Home,Stay,80,Hoong,84JIpSOwYgI,,0,1127538992000,"Sat, 24 Sep 2005 05:16:32 GMT",20050924051632,17 hours ago,128,4.5,ICI05,,,,,,,,,,,,,,,,,,,
another day at the office!!!,officers at work.... well... actually... at play!!!,officers,police,play,,312,sandman08176,MUBQM7PexuU,,0,1127538992000,"Sat, 24 Sep 2005 05:16:32 GMT",20050924051632,17 hours ago,26,2.5,,,,,,,,,,,,,,,,,,,,
TEST ROCKET,ROCKET IN VEGAS,ROCKET,TST,VEAGS,,111,magicjabronie,7rmctxlNFOg,,0,1127538992000,"Sat, 24 Sep 2005 05:16:32 GMT",20050924051632,20 hours ago,78,4,,,,,,,,,,,,,,,,,,,,
Easy Now.,A short motorway journey set to music.,drive,motorway,car,,38,cuthbert,ktca8SSVe4U,,1,1127538992000,"Sat, 24 Sep 2005 05:16:32 GMT",20050924051632,20 hours ago,132,1,,,,,,,,,,,,,,,,,,,,
3wks pups,Staffordshire Bull Terrier pups @ 3 weeks,Staffordshire,Bull,Terrier,pups,133,Ghostlyease,E4N7j8iQclc,,0,1127538992000,"Sat, 24 Sep 2005 05:16:32 GMT",20050924051632,20 hours ago,15,3,,,,,,,,,,,,,,,,,,,,
Motorcyle Ride,"Riding at Palos Verdes, CA",Motorcyle,Ride,Palos,Verdes,72,euphorbia,6-Ka42Np2BE,,0,1127538992000,"Sat, 24 Sep 2005 05:16:32 GMT",20050924051632,22 hours ago,265,3,,,,,,,,,,,,,,,,,,,,
purikura,tour of a purikura parlor,purikura,print,club,sticker,77,dan,p9xN1-wgdSE,,3,1127538992000,"Sat, 24 Sep 2005 05:16:32 GMT",20050924051632,1 day ago,35,4,japan,tokyo,,,,,,,,,,,,,,,,,,
Kayaking in Der Wasser,"It speaks for itself, we had some boats and found some water.",kayak,kayaking,water,wet,65,selcal,lqGNpVuBNUU,,1,1127538992000,"Sat, 24 Sep 2005 05:16:32 GMT",20050924051632,1 day ago,411,,timmy,joey,gary,germany,,,,,,,,,,,,,,,,
100' Mt. Sumeru @ Sunset,An evening walk along Peconic Bay Beach w/ my canine buddy.,jittoku,dogen,bluff,LI,178,Jittoku,u2ZjDg8VLYM,,0,1127538992000,"Sat, 24 Sep 2005 05:16:32 GMT",20050924051632,1 day ago,343,,Southampton,NY,Peconic,Bay,sunset,dog,dogs,pets,nature,,,,,,,,,,,
colin's too sexy,"colin's ""too sexy for his jacket""",too,sexy,colin,,179,fall2pieces17,X0P7007go80,,0,1127580294000,"Sat, 24 Sep 2005 16:44:54 GMT",20050924164454,7 hours ago,38,,,,,,,,,,,,,,,,,,,,,
Jantje en Robyntje op 't Zand,Tof ..,tof,leuk,interessant,,17,Bertje,HAKjgRByUCc,,0,1127580294000,"Sat, 24 Sep 2005 16:44:54 GMT",20050924164454,8 hours ago,15,,,,,,,,,,,,,,,,,,,,,
ball,ball,ball,and,bule,,75,purringsound,wefCb4HQvcY,,0,1127580294000,"Sat, 24 Sep 2005 16:44:54 GMT",20050924164454,9 hours ago,57,,,,,,,,,,,,,,,,,,,,,
a dedication to my friends,"i love my friends sooo much, that i wanted to make a video dedicated just to them",bonnie,and,clyde,,40,mookie1,h9CiXJafHxo,,0,1127580294000,"Sat, 24 Sep 2005 16:44:54 GMT",20050924164454,10 hours ago,274,,,,,,,,,,,,,,,,,,,,,
Dance Dance Rebolusyon!!!,Inkee and Vem... walang praktis yan!!!!,dance,inkee,thumbthumping,vem,211,redge13,gCKP_vwsWsY,,1,1127580294000,"Sat, 24 Sep 2005 16:44:54 GMT",20050924164454,12 hours ago,124,4,,,,,,,,,,,,,,,,,,,,
JAPAN APOLOGIZE FOR ITS WAR CRIMES 5,09-23-2005,JAPAN,APOLOGIZE,NY,,19,wtc3353,IDENUmdJyDg,,0,1127580294000,"Sat, 24 Sep 2005 16:44:54 GMT",20050924164454,12 hours ago,25,,,,,,,,,,,,,,,,,,,,,
dandelion fountain,"this fountain is a few blocks from my house. i never get tired of sitting on a bench and watching it (or watching the little kids that come and splash it in while their mothers holler to stay dry.)  every now and then, one of the locals throws a bunch of soap in it and then it gets all bubbly and suds go everywhere.  it's awesome.",thaumata,fountain,water,night,53,thaumata,DLT1cM5CFd0,,1,1127580294000,"Sat, 24 Sep 2005 16:44:54 GMT",20050924164454,12 hours ago,11,,relaxing,,,,,,,,,,,,,,,,,,,
Matt Allen Snowboarding 2005,My snowboarding footage from the season of 2005.,Matt,Allen,snowboarding,snowboard,23,majalen,3HJjATDJgXA,,0,1127580294000,"Sat, 24 Sep 2005 16:44:54 GMT",20050924164454,14 hours ago,174,,,,,,,,,,,,,,,,,,,,,
Union Pacific Freight Train,"I misidentified this one as a coal train since they're quite common on that strip. It was full of grain cars and many, many lumber cars. The lumber is obviously for the Gulf Coast.",Union,Pacific,Freight,Train,12,avyakata,rKw7SCXCW68,,0,1127580294000,"Sat, 24 Sep 2005 16:44:54 GMT",20050924164454,17 hours ago,31,,,,,,,,,,,,,,,,,,,,,
D-Ladu. (This is the most homosexual thing I have ever done),"Devon Laduzinsky just came out of the shower and Jerod Creese picked up the video camera. Someone put on ""SandStorm"" and it just got crazy after that.",Dance,Gay,devon,laduzinsky,318,Kalazzara,T5TnT13P6Fg,,2,1127580294000,"Sat, 24 Sep 2005 16:44:54 GMT",20050924164454,18 hours ago,89,3.5,kelly,lazzara,jerod,creese,sandstorm,,,,,,,,,,,,,,,
colin's too sexy,"colin's ""too sexy for his jacket""",too,sexy,colin,,293,fall2pieces17,X0P7007go80,,0,1127601148000,"Sat, 24 Sep 2005 22:32:28 GMT",20050924223228,13 hours ago,38,,,,,,,,,,,,,,,,,,,,,
Jantje en Robyntje op 't Zand,Tof ..,tof,leuk,interessant,,39,Bertje,HAKjgRByUCc,,0,1127601148000,"Sat, 24 Sep 2005 22:32:28 GMT",20050924223228,14 hours ago,15,,,,,,,,,,,,,,,,,,,,,
ball,ball,ball,and,bule,,116,purringsound,wefCb4HQvcY,,0,1127601148000,"Sat, 24 Sep 2005 22:32:28 GMT",20050924223228,14 hours ago,57,,,,,,,,,,,,,,,,,,,,,
a dedication to my friends,"i love my friends sooo much, that i wanted to make a video dedicated just to them",bonnie,and,clyde,,73,mookie1,h9CiXJafHxo,,0,1127601148000,"Sat, 24 Sep 2005 22:32:28 GMT",20050924223228,16 hours ago,274,,,,,,,,,,,,,,,,,,,,,
Dance Dance Rebolusyon!!!,Inkee and Vem... walang praktis yan!!!!,dance,inkee,thumbthumping,vem,312,redge13,gCKP_vwsWsY,,3,1127601148000,"Sat, 24 Sep 2005 22:32:28 GMT",20050924223228,18 hours ago,124,4.5,,,,,,,,,,,,,,,,,,,,
JAPAN APOLOGIZE FOR ITS WAR CRIMES 5,09-23-2005,JAPAN,APOLOGIZE,NY,,32,wtc3353,IDENUmdJyDg,,0,1127601148000,"Sat, 24 Sep 2005 22:32:28 GMT",20050924223228,18 hours ago,25,,,,,,,,,,,,,,,,,,,,,
dandelion fountain,"this fountain is a few blocks from my house. i never get tired of sitting on a bench and watching it (or watching the little kids that come and splash it in while their mothers holler to stay dry.)  every now and then, one of the locals throws a bunch of soap in it and then it gets all bubbly and suds go everywhere.  it's awesome.",thaumata,fountain,water,night,80,thaumata,DLT1cM5CFd0,,1,1127601148000,"Sat, 24 Sep 2005 22:32:28 GMT",20050924223228,18 hours ago,11,,relaxing,,,,,,,,,,,,,,,,,,,
Matt Allen Snowboarding 2005,My snowboarding footage from the season of 2005.,Matt,Allen,snowboarding,snowboard,40,majalen,3HJjATDJgXA,,0,1127601148000,"Sat, 24 Sep 2005 22:32:28 GMT",20050924223228,19 hours ago,174,,,,,,,,,,,,,,,,,,,,,
Union Pacific Freight Train,"I misidentified this one as a coal train since they're quite common on that strip. It was full of grain cars and many, many lumber cars. The lumber is obviously for the Gulf Coast.",Union,Pacific,Freight,Train,23,avyakata,rKw7SCXCW68,,0,1127601148000,"Sat, 24 Sep 2005 22:32:28 GMT",20050924223228,23 hours ago,31,,,,,,,,,,,,,,,,,,,,,
D-Ladu. (This is the most homosexual thing I have ever done),"Devon Laduzinsky just came out of the shower and Jerod Creese picked up the video camera. Someone put on ""SandStorm"" and it just got crazy after that.",Dance,Gay,devon,laduzinsky,457,Kalazzara,T5TnT13P6Fg,,5,1127601148000,"Sat, 24 Sep 2005 22:32:28 GMT",20050924223228,1 day ago,89,3.5,kelly,lazzara,jerod,creese,sandstorm,,,,,,,,,,,,,,,
Icer Air 2005 #3,green machine,icer,fillmore,ski,snowboard,174,deeje,jNtX1cxS7J4,,1,1128128848000,"Sat, 01 Oct 2005 01:07:28 GMT",20051001010728,20 hours ago,13,3,jump,,,,,,,,,,,,,,,,,,,
The Dos & Donts of Egg Care,"A video guide on selecting, and caring, for your pet egg.  Fun and informative.    Made by me: Harmony Carrigan.  Starring my sister (Stephanie), my cat (Kiefer), and my desert rat (Eero).  Music by Michael Nyman.",egg,care,funny,mydogatela,138,mydogatela,7lLSqcAQWF8,,0,1128128848000,"Sat, 01 Oct 2005 01:07:28 GMT",20051001010728,21 hours ago,108,4.5,,,,,,,,,,,,,,,,,,,,
Eilean Donan,We drove several hours through pouring rain to reach the Castle which was closed for winter. This is us walking around it in the rain.,Scottish,Castle,video,,39,Schall,ovSbE59OwCg,,0,1128128848000,"Sat, 01 Oct 2005 01:07:28 GMT",20051001010728,21 hours ago,34,,,,,,,,,,,,,,,,,,,,,
Bumble Bee [DDR version],VCR JR singing to Bumble Bee..Comments and arrows by Han.    [became unclear when arrows and voice added..SORRY],vcrjr,hansarang,japan,,557,xKisekiBeax07x,j-gPTzlp6c4,,4,1128128848000,"Sat, 01 Oct 2005 01:07:28 GMT",20051001010728,1 day ago,233,4.5,,,,,,,,,,,,,,,,,,,,
my vid,the best thing in life,aww,thorn,bush,,144,andyman666,NLc-tyQte04,,1,1128128848000,"Sat, 01 Oct 2005 01:07:28 GMT",20051001010728,1 day ago,72,3,,,,,,,,,,,,,,,,,,,,
preview heineken tapvat,preview heineken tapvat,nix01,nix02,nix03,,59,goof,njV8WrNqtrQ,,0,1128128848000,"Sat, 01 Oct 2005 01:07:28 GMT",20051001010728,1 day ago,256,,,,,,,,,,,,,,,,,,,,,
The blind teaching the blind to vlog,Robert edited his first video in movie maker and the posted on youtube...then made his first post on his vlog!  took an hour to learn! i'm brand new at this myself!,blind,teach,vlog,newbie,72,paulsanchez,ULbmWdBqsDY,,0,1128128848000,"Sat, 01 Oct 2005 01:07:28 GMT",20051001010728,1 day ago,244,5,,,,,,,,,,,,,,,,,,,,
Mooswoo's Appeal,Plaintive appeal by the master of darkness for the safe return of his pet cat Tizwiz.,funny,puppet,humerous,pets,59,tomwalsh,jQ6ggXePyio,,0,1128128848000,"Sat, 01 Oct 2005 01:07:28 GMT",20051001010728,1 day ago,45,4.5,cat,,,,,,,,,,,,,,,,,,,
Bagoosh,The trials and tribulations of a mosquito in the north woods of Ontario.,mosquito,ontario,HBP,,200,mhohmann,1OmacQgRQ90,,0,1128128848000,"Sat, 01 Oct 2005 01:07:28 GMT",20051001010728,1 day ago,42,4,,,,,,,,,,,,,,,,,,,,
All I want for Christmas,10th day of xmas for rou,christmas,music,rou,,119,cramies,AobJ8nFTMZg,,1,1128128848000,"Sat, 01 Oct 2005 01:07:28 GMT",20051001010728,1 day ago,356,3,,,,,,,,,,,,,,,,,,,,
EmoSpace,Ummm me and missy,MySpace,Sisters,Friends,,124,Brookers,zA3FbY_0VqY,,2,1128147431000,"Sat, 01 Oct 2005 06:17:11 GMT",20051001061711,4 hours ago,52,2,,,,,,,,,,,,,,,,,,,,
Natural History Museum - London,Museo de Historia natural,Natural,History,Museum,London,13,Javicentrico,cvGT7icZdow,,0,1128147431000,"Sat, 01 Oct 2005 06:17:11 GMT",20051001061711,5 hours ago,43,,,,,,,,,,,,,,,,,,,,,
Dance Dance Too Much Booty In Da Pants,DANCE FEVER,funny,retarted,goofy,,273,squishygumball2,rccQZidMWm8,,3,1128147431000,"Sat, 01 Oct 2005 06:17:11 GMT",20051001061711,6 hours ago,165,5,,,,,,,,,,,,,,,,,,,,
sari joel rose,sari dancign to joelrose,sar,dance,joel,,128,Chelsie88,6wdLeE3jFfA,,0,1128147431000,"Sat, 01 Oct 2005 06:17:11 GMT",20051001061711,9 hours ago,42,,,,,,,,,,,,,,,,,,,,,
Dj Yerà,El meu colega a ksa seva punxant una mica de techno!!!,Dj,Techno,yerà,,17,DjKoro,ZBA2-10h664,,0,1128147431000,"Sat, 01 Oct 2005 06:17:11 GMT",20051001061711,12 hours ago,812,,,,,,,,,,,,,,,,,,,,,
Tennesse Fisherman,"On a RV trip through Tennesse, we happened upon a good ol' boy who was catching catfish on the Tennessee River.",Tennesse,fishing,travel,river,17,dorseyh,7tUT60H24vE,,0,1128147431000,"Sat, 01 Oct 2005 06:17:11 GMT",20051001061711,12 hours ago,186,,catfish,,,,,,,,,,,,,,,,,,,
after iss!!,whaooo i neva thought getting in trouble could be that much fun ;),iss,whaoo,slambook,,562,h0llisterxbabe,BiYfSKQktag,,2,1128147431000,"Sat, 01 Oct 2005 06:17:11 GMT",20051001061711,15 hours ago,207,,,,,,,,,,,,,,,,,,,,,
"Tia amo, blog ...",Happy few meeting for the first time after blogging ...,ti,amo,happy,few,28,olbi1,vCD51t6w_Qk,,0,1128147431000,"Sat, 01 Oct 2005 06:17:11 GMT",20051001061711,15 hours ago,219,,umberto,tozzi,marseille,olbi,,,,,,,,,,,,,,,,
taj mahal,"The famous Taj Mahal of India taken from side. Though Taj is the centrepiece, one can find my friends.",tajmahal,friends,india,,50,rajainbasakaran,EwQeRS2DBgI,,0,1128147431000,"Sat, 01 Oct 2005 06:17:11 GMT",20051001061711,15 hours ago,22,,,,,,,,,,,,,,,,,,,,,
Looney Tunes Parade,"This is Looney Tunes Parade in MovieWorld...there have Batman, Bugs Bunny, Tweety Bird, Scooby Doo, ShreK...n lots...Enjoy!!! Cheers!!",Looney,Tunes,Parade,,59,tanszeying,aRmeyKxLsZ8,,0,1128147431000,"Sat, 01 Oct 2005 06:17:11 GMT",20051001061711,16 hours ago,99,4,,,,,,,,,,,,,,,,,,,,
EmoSpace,Ummm me and missy,MySpace,Sisters,Friends,,157,Brookers,zA3FbY_0VqY,,2,1128150159000,"Sat, 01 Oct 2005 07:02:39 GMT",20051001070239,5 hours ago,52,3,,,,,,,,,,,,,,,,,,,,
Natural History Museum - London,Museo de Historia natural,Natural,History,Museum,London,15,Javicentrico,cvGT7icZdow,,0,1128150159000,"Sat, 01 Oct 2005 07:02:39 GMT",20051001070239,6 hours ago,43,,,,,,,,,,,,,,,,,,,,,
Dance Dance Too Much Booty In Da Pants,DANCE FEVER,funny,retarted,goofy,,329,squishygumball2,rccQZidMWm8,,3,1128150159000,"Sat, 01 Oct 2005 07:02:39 GMT",20051001070239,7 hours ago,165,5,,,,,,,,,,,,,,,,,,,,
sari joel rose,sari dancign to joelrose,sar,dance,joel,,147,Chelsie88,6wdLeE3jFfA,,0,1128150159000,"Sat, 01 Oct 2005 07:02:39 GMT",20051001070239,10 hours ago,42,,,,,,,,,,,,,,,,,,,,,
Dj Yerà,El meu colega a ksa seva punxant una mica de techno!!!,Dj,Techno,yerà,,19,DjKoro,ZBA2-10h664,,0,1128150159000,"Sat, 01 Oct 2005 07:02:39 GMT",20051001070239,13 hours ago,812,,,,,,,,,,,,,,,,,,,,,
Tennesse Fisherman,"On a RV trip through Tennesse, we happened upon a good ol' boy who was catching catfish on the Tennessee River.",Tennesse,fishing,travel,river,17,dorseyh,7tUT60H24vE,,0,1128150159000,"Sat, 01 Oct 2005 07:02:39 GMT",20051001070239,13 hours ago,186,,catfish,,,,,,,,,,,,,,,,,,,
after iss!!,whaooo i neva thought getting in trouble could be that much fun ;),iss,whaoo,slambook,,580,h0llisterxbabe,BiYfSKQktag,,2,1128150159000,"Sat, 01 Oct 2005 07:02:39 GMT",20051001070239,16 hours ago,207,,,,,,,,,,,,,,,,,,,,,
"Tia amo, blog ...",Happy few meeting for the first time after blogging ...,ti,amo,happy,few,29,olbi1,vCD51t6w_Qk,,0,1128150159000,"Sat, 01 Oct 2005 07:02:39 GMT",20051001070239,16 hours ago,219,,umberto,tozzi,marseille,olbi,,,,,,,,,,,,,,,,
taj mahal,"The famous Taj Mahal of India taken from side. Though Taj is the centrepiece, one can find my friends.",tajmahal,friends,india,,53,rajainbasakaran,EwQeRS2DBgI,,0,1128150159000,"Sat, 01 Oct 2005 07:02:39 GMT",20051001070239,16 hours ago,22,,,,,,,,,,,,,,,,,,,,,
Looney Tunes Parade,"This is Looney Tunes Parade in MovieWorld...there have Batman, Bugs Bunny, Tweety Bird, Scooby Doo, ShreK...n lots...Enjoy!!! Cheers!!",Looney,Tunes,Parade,,64,tanszeying,aRmeyKxLsZ8,,1,1128150159000,"Sat, 01 Oct 2005 07:02:39 GMT",20051001070239,17 hours ago,99,4,,,,,,,,,,,,,,,,,,,,
EmoSpace,Ummm me and missy,MySpace,Sisters,Friends,,195,Brookers,zA3FbY_0VqY,,2,1128153674000,"Sat, 01 Oct 2005 08:01:14 GMT",20051001080114,6 hours ago,52,3,,,,,,,,,,,,,,,,,,,,
Natural History Museum - London,Museo de Historia natural,Natural,History,Museum,London,19,Javicentrico,cvGT7icZdow,,0,1128153674000,"Sat, 01 Oct 2005 08:01:14 GMT",20051001080114,7 hours ago,43,,,,,,,,,,,,,,,,,,,,,
Dance Dance Too Much Booty In Da Pants,DANCE FEVER,funny,retarted,goofy,,422,squishygumball2,rccQZidMWm8,,3,1128153674000,"Sat, 01 Oct 2005 08:01:14 GMT",20051001080114,8 hours ago,165,4.5,,,,,,,,,,,,,,,,,,,,
sari joel rose,sari dancign to joelrose,sar,dance,joel,,177,Chelsie88,6wdLeE3jFfA,,0,1128153674000,"Sat, 01 Oct 2005 08:01:14 GMT",20051001080114,11 hours ago,42,4,,,,,,,,,,,,,,,,,,,,
Dj Yerà,El meu colega a ksa seva punxant una mica de techno!!!,Dj,Techno,yerà,,22,DjKoro,ZBA2-10h664,,1,1128153674000,"Sat, 01 Oct 2005 08:01:14 GMT",20051001080114,14 hours ago,812,,,,,,,,,,,,,,,,,,,,,
Tennesse Fisherman,"On a RV trip through Tennesse, we happened upon a good ol' boy who was catching catfish on the Tennessee River.",Tennesse,fishing,travel,river,18,dorseyh,7tUT60H24vE,,0,1128153674000,"Sat, 01 Oct 2005 08:01:14 GMT",20051001080114,14 hours ago,186,,catfish,,,,,,,,,,,,,,,,,,,
after iss!!,whaooo i neva thought getting in trouble could be that much fun ;),iss,whaoo,slambook,,602,h0llisterxbabe,BiYfSKQktag,,3,1128153674000,"Sat, 01 Oct 2005 08:01:14 GMT",20051001080114,17 hours ago,207,1,,,,,,,,,,,,,,,,,,,,
"Tia amo, blog ...",Happy few meeting for the first time after blogging ...,ti,amo,happy,few,30,olbi1,vCD51t6w_Qk,,0,1128153674000,"Sat, 01 Oct 2005 08:01:14 GMT",20051001080114,17 hours ago,219,,umberto,tozzi,marseille,olbi,,,,,,,,,,,,,,,,
taj mahal,"The famous Taj Mahal of India taken from side. Though Taj is the centrepiece, one can find my friends.",tajmahal,friends,india,,55,rajainbasakaran,EwQeRS2DBgI,,0,1128153674000,"Sat, 01 Oct 2005 08:01:14 GMT",20051001080114,17 hours ago,22,,,,,,,,,,,,,,,,,,,,,
Looney Tunes Parade,"This is Looney Tunes Parade in MovieWorld...there have Batman, Bugs Bunny, Tweety Bird, Scooby Doo, ShreK...n lots...Enjoy!!! Cheers!!",Looney,Tunes,Parade,,74,tanszeying,aRmeyKxLsZ8,,2,1128153674000,"Sat, 01 Oct 2005 08:01:14 GMT",20051001080114,18 hours ago,99,4,,,,,,,,,,,,,,,,,,,,
The Conference,"This movie is my freinds and I's submission to a contest called Campus Movie Fest. The rules confined us to a five minute entry, and HAD to be done within a 7 day period. So this is what we came up with within that week.  Over a hundred films were submitted and ours was shown withing the top 16 winner category. We didn't get top three, but to this day our movie has scored a five out of five on campusmoviefest.com.  What do you think?",funny,conference,the,,64,MonkeyHero,GP8Yr4y_sY0,,1,1128177017000,"Sat, 01 Oct 2005 14:30:17 GMT",20051001143017,4 hours ago,299,3.5,,,,,,,,,,,,,,,,,,,,
ayla op haar verjaardag,ayla op haar verjaardag,ayla,op,haar,verjaardag,7,wr16,6fVCrf6_kqw,,0,1128177017000,"Sat, 01 Oct 2005 14:30:17 GMT",20051001143017,5 hours ago,35,,,,,,,,,,,,,,,,,,,,,
Smitty and Chex Mix- ROUND 2,"SMITTY and THE BAG OF CHEX MIX GO HEAD TO HEAD IN A BATTLE OF THE FATES!!  can he do it this time,>? or will he take the walk of shame.",SMITTY,LYNNFIELD,CHEX,,15,RunDMV28,Dg2YE6xasMc,,0,1128177017000,"Sat, 01 Oct 2005 14:30:17 GMT",20051001143017,9 hours ago,62,,,,,,,,,,,,,,,,,,,,,
Loving in the Land Of Lakes,@ cabin in northern Minnesota.  Boyfriend and girlfriend know how to SHAKE it..starts off sappy then bites a twist of attitude.,outdoors,minnesota,love,boating,160,maebauer,cXvXnsB9sC0,,0,1128177017000,"Sat, 01 Oct 2005 14:30:17 GMT",20051001143017,10 hours ago,230,,lakes,goofy,retarded,weird,fun,nature,hummingbirds,fishing,outside,couples,relationships,,,,,,,,,
Swing Dancing,Swing dancing in the hall,swing,dance,dorm,hall,17,craigmcf,jArpdp2HeD4,,0,1128177017000,"Sat, 01 Oct 2005 14:30:17 GMT",20051001143017,10 hours ago,18,,fun,,,,,,,,,,,,,,,,,,,
EmoSpace,Ummm me and missy,MySpace,Sisters,Friends,,319,Brookers,zA3FbY_0VqY,,3,1128177017000,"Sat, 01 Oct 2005 14:30:17 GMT",20051001143017,12 hours ago,52,2.5,,,,,,,,,,,,,,,,,,,,
Natural History Museum - London,Museo de Historia natural,Natural,History,Museum,London,40,Javicentrico,cvGT7icZdow,,0,1128177017000,"Sat, 01 Oct 2005 14:30:17 GMT",20051001143017,13 hours ago,43,,,,,,,,,,,,,,,,,,,,,
Dance Dance Too Much Booty In Da Pants,DANCE FEVER,funny,retarted,goofy,,1,squishygumball2,rccQZidMWm8,,4,1128177017000,"Sat, 01 Oct 2005 14:30:17 GMT",20051001143017,15 hours ago,165,4.5,,,,,,,,,,,,,,,,,,,,
sari joel rose,sari dancign to joelrose,sar,dance,joel,,446,Chelsie88,6wdLeE3jFfA,,0,1128177017000,"Sat, 01 Oct 2005 14:30:17 GMT",20051001143017,17 hours ago,42,4,,,,,,,,,,,,,,,,,,,,
Dj Yerà,El meu colega a ksa seva punxant una mica de techno!!!,Dj,Techno,yerà,,40,DjKoro,ZBA2-10h664,,1,1128177017000,"Sat, 01 Oct 2005 14:30:17 GMT",20051001143017,20 hours ago,812,,,,,,,,,,,,,,,,,,,,,
Glenn's Sky Dive,Glenn's Sky Dive,Skydiving,Life,Jump,,40,bramjr,_eoppP5jBoM,,0,1129185800000,"Thu, 13 Oct 2005 06:43:20 GMT",20051013064320,3 hours ago,63,,,,,,,,,,,,,,,,,,,,,
Me being dumb,"Haha, just me, being me.",Rylee,Being,Dumb,,151,livingcrossroad,xSkjjwRGa7I,,3,1129185800000,"Thu, 13 Oct 2005 06:43:20 GMT",20051013064320,4 hours ago,4,5,,,,,,,,,,,,,,,,,,,,
Captain Pat's Flying Machine,Flying model airplane off south coast of turkey,model,airplane,ocean,,32,emjayem,RDx3xXcrxiQ,,0,1129185800000,"Thu, 13 Oct 2005 06:43:20 GMT",20051013064320,4 hours ago,184,4,,,,,,,,,,,,,,,,,,,,
me dancing,ew i suck,uhmm,yeah,bye,,58,litebrite,DrUjXU-lxPw,,1,1129185800000,"Thu, 13 Oct 2005 06:43:20 GMT",20051013064320,4 hours ago,65,3.5,,,,,,,,,,,,,,,,,,,,
Grandma Gone Wild,Grandma Gone Wild,Grandma,Gone,Wild,,99,UCBearcats1125,_Odt9fjeEf0,,0,1129185800000,"Thu, 13 Oct 2005 06:43:20 GMT",20051013064320,4 hours ago,50,3.5,,,,,,,,,,,,,,,,,,,,
Bernies Wedding,At Terigal at Bernards wedding.,terigal,wedding,sea,,18,geekgeek,LUDNTFi3L-4,,0,1129185800000,"Thu, 13 Oct 2005 06:43:20 GMT",20051013064320,5 hours ago,10,,,,,,,,,,,,,,,,,,,,,
surf,surfing in ventura county,surfing,ventura,county,reef,22,kleankut,yBY8ZGCmxMw,,0,1129185800000,"Thu, 13 Oct 2005 06:43:20 GMT",20051013064320,5 hours ago,169,,,,,,,,,,,,,,,,,,,,,
PARAPENTE,I vueling by parapente,alterp,oscar,volando,parapente,16,alterp,Nkw-Xx3L64k,,0,1129185800000,"Thu, 13 Oct 2005 06:43:20 GMT",20051013064320,6 hours ago,279,,,,,,,,,,,,,,,,,,,,,
BMW Drift!,Unbelievable,car,drift,bmw,,1,kennylim,AQpJjYFQmNk,,7,1129185800000,"Thu, 13 Oct 2005 06:43:20 GMT",20051013064320,20 hours ago,11,4.5,,,,,,,,,,,,,,,,,,,,
Lori's B-day,this is lori on her birthday singing.,Sing,Bday,Lori,,486,alkaline1832,ajwa03DEDuw,,5,1129185800000,"Thu, 13 Oct 2005 06:43:20 GMT",20051013064320,23 hours ago,180,1,,,,,,,,,,,,,,,,,,,,
Glenn's Sky Dive,Glenn's Sky Dive,Skydiving,Life,Jump,,50,bramjr,_eoppP5jBoM,,0,1129189983000,"Thu, 13 Oct 2005 07:53:03 GMT",20051013075303,4 hours ago,63,,,,,,,,,,,,,,,,,,,,,
Me being dumb,"Haha, just me, being me.",Rylee,Being,Dumb,,192,livingcrossroad,xSkjjwRGa7I,,3,1129189983000,"Thu, 13 Oct 2005 07:53:03 GMT",20051013075303,5 hours ago,4,4,,,,,,,,,,,,,,,,,,,,
Captain Pat's Flying Machine,Flying model airplane off south coast of turkey,model,airplane,ocean,,35,emjayem,RDx3xXcrxiQ,,0,1129189983000,"Thu, 13 Oct 2005 07:53:03 GMT",20051013075303,5 hours ago,184,4,,,,,,,,,,,,,,,,,,,,
me dancing,ew i suck,uhmm,yeah,bye,,73,litebrite,DrUjXU-lxPw,,1,1129189983000,"Thu, 13 Oct 2005 07:53:03 GMT",20051013075303,5 hours ago,65,3.5,,,,,,,,,,,,,,,,,,,,
Grandma Gone Wild,Grandma Gone Wild,Grandma,Gone,Wild,,116,UCBearcats1125,_Odt9fjeEf0,,0,1129189983000,"Thu, 13 Oct 2005 07:53:03 GMT",20051013075303,5 hours ago,50,3.5,,,,,,,,,,,,,,,,,,,,
